customerId,customerAge,customerPlansChanged,smsCountPerMonth,callMinutePerMonth,dataMBPerMonth,netflixStream,pickboxStream,youtubeStream,hboGoStream,viberFree,whatsappFree
63,23,4,5000,2000,2048,false,true,false,false,false,true
64,24,5,0,0,2048,false,false,true,true,true,false
65,24,4,1000,3000,25600,true,false,true,false,false,true
66,22,4,1000,5000,1024,false,false,true,true,true,false
67,24,4,1000,3000,1024,false,false,true,false,true,false
68,24,5,500,500,2048,false,false,true,false,false,false
69,29,4,0,0,10485760,false,false,true,false,false,false
70,37,3,2678400,44640,10240,false,false,false,false,false,true
71,29,3,5000,5000,3072,false,false,false,false,false,true
72,25,4,500,500,1024,true,false,false,false,true,false
73,20,5,3000,5000,10485760,false,true,false,false,true,false
74,25,4,0,0,20480,true,false,false,false,false,false
75,65,0,0,0,0,false,false,false,false,false,false
76,28,4,2678400,44640,1024,false,true,true,false,true,false
77,28,5,0,0,15360,true,false,true,false,true,false
78,22,3,300,300,5120,false,false,false,false,true,false
79,17,3,5000,2000,5120,false,false,false,false,true,false
80,21,5,2000,5000,2048,false,true,true,false,false,false
81,38,3,2678400,44640,2048,false,false,false,false,true,false
82,49,0,0,0,0,false,false,false,false,false,false
83,19,5,5000,1000,20480,true,false,true,false,true,false
84,28,5,5000,3000,3072,true,false,false,false,false,false
85,18,3,500,500,5120,false,false,false,false,false,true
86,28,0,0,0,0,false,false,false,false,false,false
87,27,5,3000,1000,1024,true,false,false,false,false,false
88,15,1,0,0,25600,false,false,false,false,false,false
89,29,5,5000,5000,2048,false,true,true,false,false,false
90,30,4,300,300,10240,false,true,true,false,false,true
91,44,1,0,300,0,false,false,false,false,false,false
92,18,3,0,0,10240,false,false,false,false,false,true
93,38,3,3000,2000,10240,false,false,false,false,true,false
94,34,2,500,500,200,false,false,false,false,false,false
95,26,4,2678400,44640,1024,false,true,false,false,true,false
96,24,4,500,500,2048,true,false,true,false,false,true
97,17,3,2678400,44640,1024,false,false,false,false,true,false
98,18,3,2000,1000,5120,false,false,false,false,false,true
99,36,3,300,300,3072,false,false,false,false,false,true
100,27,4,0,0,10240,false,false,false,true,false,false
101,18,3,0,0,1024,false,false,false,false,false,true
102,39,1,500,500,25600,false,false,false,false,false,false
103,35,1,0,0,200,false,false,false,false,false,false
104,18,3,2000,5000,1024,false,false,false,false,true,false
105,18,3,5000,1000,5120,false,false,false,false,false,true
106,40,1,0,0,3072,false,false,false,false,false,false
107,31,4,5000,2000,10485760,true,false,true,false,true,false
108,28,5,2678400,44640,3072,false,false,true,false,false,true
109,16,3,1000,3000,3072,false,false,false,false,false,true
110,37,2,1000,1000,3072,false,false,false,false,false,false
111,20,5,1000,1000,1024,false,true,true,false,false,true
112,25,4,3000,2000,3072,true,false,true,false,true,false
113,26,3,2678400,44640,25600,false,false,false,false,true,false
114,39,5,2000,2000,25600,false,false,false,false,false,false
115,50,0,0,0,0,false,false,false,false,false,false
116,62,0,300,0,0,false,false,false,false,false,false
117,34,5,3000,1000,1024,false,false,true,true,false,true
118,26,3,3000,2000,10485760,false,false,false,false,false,false
119,23,4,1000,3000,1024,false,false,true,false,false,true
120,25,3,300,300,1024,false,false,false,false,false,true
121,28,5,2000,5000,3072,false,false,false,true,false,false
122,27,4,2678400,44640,10240,false,true,false,false,false,true
123,26,5,2678400,44640,1024,false,false,false,true,true,false
124,14,3,3000,3000,1024,false,false,false,false,true,false
125,25,4,300,300,15360,true,false,true,false,false,true
126,18,2,2000,1000,1024,false,false,false,false,false,false
127,27,4,3000,5000,1024,false,false,true,true,false,true
128,74,0,0,0,0,false,false,false,false,false,false
129,16,5,3000,1000,3072,false,false,false,false,false,false
130,28,5,2678400,44640,2048,false,false,false,false,false,false
131,25,4,5000,3000,15360,false,true,true,false,true,false
132,32,2,300,300,200,false,false,false,false,false,false
133,22,3,300,300,2048,false,false,false,false,false,true
134,33,2,500,500,200,false,false,false,false,false,false
135,23,3,500,500,5120,false,false,false,false,false,false
136,14,3,500,500,10485760,false,false,false,false,true,false
137,27,4,0,0,20480,false,true,true,false,false,true
138,18,3,5000,5000,3072,false,false,false,false,true,false
139,44,1,300,300,0,false,false,false,false,false,false
140,57,0,0,0,0,false,false,false,false,false,false
141,19,4,3000,3000,5120,true,false,false,false,true,false
142,27,5,1000,5000,51200,false,false,true,true,true,false
143,70,0,0,300,0,false,false,false,false,false,false
144,57,0,300,0,0,false,false,false,false,false,false
145,37,4,3000,5000,20480,false,false,false,false,false,false
146,14,1,300,300,10240,false,false,false,false,false,false
147,15,3,2000,2000,1024,false,false,false,false,true,false
148,15,3,5000,5000,10485760,false,false,false,false,true,false
149,37,2,300,300,10485760,false,false,false,false,false,false
150,22,5,300,300,10485760,false,true,true,false,true,false
151,17,3,0,0,1024,false,false,false,false,true,false
152,19,3,300,300,10485760,false,false,false,false,false,true
153,36,3,1000,5000,10485760,false,false,false,false,false,false
154,14,3,5000,2000,10240,false,false,false,false,true,false
155,29,5,3000,2000,1024,true,false,false,false,false,true
156,29,4,1000,2000,2048,true,false,false,false,false,false
157,28,3,1000,1000,3072,false,false,false,false,true,false
158,18,1,300,300,10485760,false,false,false,false,false,false
159,15,3,0,0,3072,false,false,false,false,true,false
160,24,3,1000,2000,5120,false,false,false,false,false,true
161,22,5,5000,2000,25600,false,false,true,true,false,true
162,17,3,2000,2000,3072,false,false,false,false,false,true
163,27,5,0,0,15360,false,false,true,false,false,true
164,17,3,3000,3000,1024,false,false,false,false,false,true
165,14,2,0,0,3072,false,false,false,false,false,false
166,28,4,500,500,3072,false,true,false,false,false,true
167,35,1,0,0,15360,false,false,false,false,false,false
168,38,5,5000,1000,15360,false,false,false,false,false,false
169,35,3,1000,3000,20480,false,false,false,false,false,false
170,28,4,3000,2000,3072,true,false,true,false,false,true
171,30,3,2678400,44640,3072,false,false,false,false,false,true
172,25,5,2678400,44640,3072,false,false,false,true,true,false
173,31,4,3000,5000,1024,false,false,true,false,true,false
174,31,5,300,300,2048,true,false,true,false,false,false
175,20,4,3000,1000,25600,false,true,true,false,true,false
176,40,1,0,500,300,false,false,false,false,false,false
177,17,3,2678400,44640,1024,false,false,false,false,true,false
178,22,4,300,300,10240,true,false,false,false,false,false
179,33,5,300,300,10485760,false,true,false,false,false,true
180,16,3,2678400,44640,2048,false,false,false,false,false,true
181,16,3,2678400,44640,3072,false,false,false,false,false,true
182,57,0,0,0,0,false,false,false,false,false,false
183,14,2,1000,2000,5120,false,false,false,false,false,false
184,15,3,2678400,44640,1024,false,false,false,false,false,true
185,72,0,0,0,0,false,false,false,false,false,false
186,20,5,0,0,5120,false,true,true,false,true,false
187,15,3,5000,3000,10485760,false,false,false,false,false,true
188,28,3,2678400,44640,10485760,false,false,false,false,false,true
189,20,5,300,300,10240,false,false,true,false,false,true
190,24,1,500,500,5120,false,false,false,false,false,false
191,23,3,500,500,1024,false,false,false,false,false,true
192,20,5,0,0,1024,true,false,false,false,true,false
193,18,3,300,300,2048,false,false,false,false,true,false
194,27,4,3000,5000,3072,false,false,true,false,false,true
195,38,2,2678400,44640,3072,false,false,false,false,false,false
196,37,3,3000,5000,2048,false,false,false,false,true,false
197,28,3,300,300,100,false,false,false,false,false,false
198,25,3,500,500,25600,false,false,false,false,false,true
199,31,4,500,500,3072,true,false,true,false,true,false
200,36,3,3000,1000,10485760,false,false,false,false,true,false
201,15,3,5000,3000,1024,false,false,false,false,false,true
202,65,1,0,500,0,false,false,false,false,false,false
203,28,3,1000,1000,2048,false,false,false,false,true,false
204,22,4,2678400,44640,3072,false,true,false,false,false,false
205,18,3,2678400,44640,2048,false,false,false,false,false,true
206,38,3,2000,2000,1024,false,false,false,false,true,false
207,57,1,300,0,0,false,false,false,false,false,false
208,69,0,0,0,0,false,false,false,false,false,false
209,33,4,1000,2000,3072,false,false,true,true,true,false
210,25,4,2678400,44640,20480,false,false,false,true,false,false
211,37,1,300,300,100,false,false,false,false,false,false
212,21,3,0,0,2048,false,false,false,false,true,false
213,23,3,1000,3000,5120,false,false,false,false,true,false
214,16,3,500,500,25600,false,false,false,false,false,true
215,35,3,1000,5000,1024,false,false,false,false,true,false
216,39,5,2678400,44640,1024,false,false,false,false,false,false
217,19,5,300,300,1024,false,true,true,false,false,true
218,22,2,5000,5000,5120,false,false,false,false,false,false
219,74,0,300,0,0,false,false,false,false,false,false
220,14,3,1000,3000,3072,false,false,false,false,false,true
221,34,4,3000,2000,1024,true,false,false,false,false,false
222,31,3,2000,3000,20480,false,false,false,false,true,false
223,18,3,2000,1000,10485760,false,false,false,false,false,true
224,23,3,500,500,51200,false,false,false,false,true,false
225,24,5,0,0,3072,false,true,false,false,true,false
226,38,2,3000,2000,10485760,false,false,false,false,false,false
227,18,3,1000,3000,10485760,false,false,false,false,true,false
228,24,5,300,300,2048,false,false,true,false,false,true
229,15,3,2000,1000,25600,false,false,false,false,true,false
230,25,3,3000,5000,15360,false,false,false,false,true,false
231,44,0,0,0,0,false,false,false,false,false,false
232,26,5,3000,5000,2048,false,true,true,false,false,false
233,23,1,500,500,10485760,false,false,false,false,false,false
234,17,3,1000,1000,3072,false,false,false,false,true,false
235,14,5,3000,2000,1024,false,false,false,false,false,false
236,34,5,5000,2000,20480,false,false,true,false,false,true
237,23,4,2000,1000,3072,false,true,true,false,false,true
238,28,5,3000,2000,1024,false,true,true,false,false,true
239,34,5,2678400,44640,3072,false,false,true,false,false,false
240,16,3,1000,3000,5120,false,false,false,false,true,false
241,59,0,0,0,0,false,false,false,false,false,false
242,21,5,500,500,10485760,false,true,false,false,true,false
243,28,3,300,300,200,false,false,false,false,false,false
244,25,5,3000,3000,1024,false,false,true,true,false,true
245,32,4,2000,2000,3072,true,false,true,false,false,false
246,27,3,1000,2000,51200,false,false,false,false,false,true
247,24,5,2000,1000,20480,false,false,false,false,false,false
248,17,3,3000,1000,5120,false,false,false,false,false,true
249,18,2,2678400,44640,1024,false,false,false,false,false,false
250,67,0,0,0,0,false,false,false,false,false,false
251,18,3,5000,1000,2048,false,false,false,false,true,false
252,35,3,0,0,2048,false,false,false,false,false,true
253,29,1,0,0,300,false,false,false,false,false,false
254,67,0,0,0,0,false,false,false,false,false,false
255,17,3,500,500,1024,false,false,false,false,false,true
256,27,5,3000,2000,10240,true,false,true,false,false,false
257,29,4,500,500,25600,false,true,false,false,false,false
258,17,3,1000,3000,15360,false,false,false,false,true,false
259,35,3,300,300,3072,false,false,false,false,false,true
260,72,0,0,0,0,false,false,false,false,false,false
261,33,2,500,500,300,false,false,false,false,false,false
262,24,3,5000,2000,3072,false,false,false,false,true,false
263,18,3,0,0,10485760,false,false,false,false,true,false
264,38,1,500,500,200,false,false,false,false,false,false
265,28,4,1000,2000,3072,false,false,true,false,false,true
266,28,3,3000,5000,25600,false,false,false,false,false,true
267,32,4,3000,1000,10240,true,false,false,false,false,false
268,31,2,0,0,200,false,false,false,false,false,false
269,17,3,2000,2000,1024,false,false,false,false,false,true
270,42,0,0,0,0,false,false,false,false,false,false
271,28,5,3000,2000,2048,true,false,false,false,true,false
272,27,5,1000,1000,2048,true,false,true,false,false,true
273,32,4,2000,5000,2048,false,true,false,false,false,false
274,27,2,0,0,200,false,false,false,false,false,false
275,33,1,300,300,200,false,false,false,false,false,false
276,23,5,1000,2000,10485760,false,false,false,true,false,true
277,25,1,500,500,10240,false,false,false,false,false,false
278,18,5,3000,5000,2048,false,false,false,false,false,false
279,34,3,300,300,15360,false,false,false,false,false,true
280,29,4,300,300,2048,false,false,true,true,false,false
281,30,2,0,0,200,false,false,false,false,false,false
282,35,1,500,500,1024,false,false,false,false,false,false
283,15,3,1000,1000,2048,false,false,false,false,false,true
284,28,5,3000,2000,10240,false,false,false,true,false,false
285,71,0,0,0,0,false,false,false,false,false,false
286,40,1,0,0,51200,false,false,false,false,false,false
287,29,4,1000,2000,1024,true,false,false,false,true,false
288,32,5,2678400,44640,10485760,false,false,true,false,true,false
289,38,2,0,0,1024,false,false,false,false,false,false
290,36,3,500,500,20480,false,false,false,false,true,false
291,26,3,300,300,20480,false,false,false,false,true,false
292,28,3,1000,1000,2048,false,false,false,false,false,true
293,17,3,300,300,5120,false,false,false,false,false,false
294,43,0,0,0,0,false,false,false,false,false,false
295,28,5,5000,2000,3072,false,false,true,true,false,true
296,23,4,300,300,10485760,true,false,true,false,false,false
297,19,5,300,300,1024,false,true,false,false,false,true
298,31,1,0,0,200,false,false,false,false,false,false
299,35,3,0,0,10240,false,false,false,false,true,false
300,26,5,5000,3000,2048,false,false,true,false,false,true
301,26,3,2678400,44640,1024,false,false,false,false,true,false
302,27,4,2678400,44640,1024,false,false,true,false,false,true
303,28,4,2678400,44640,1024,false,false,true,false,true,false
304,15,3,2678400,44640,25600,false,false,false,false,true,false
305,40,2,0,300,15360,false,false,false,false,false,false
306,52,0,0,0,0,false,false,false,false,false,false
307,21,4,2678400,44640,2048,false,false,true,true,true,false
308,34,3,300,300,3072,false,false,false,false,true,false
309,24,5,2000,3000,2048,false,false,false,true,false,false
310,22,4,3000,3000,2048,false,false,true,false,false,true
311,34,5,2000,1000,2048,false,true,true,false,false,false
312,21,4,2678400,44640,10240,false,false,true,false,false,true
313,14,3,1000,2000,10485760,false,false,false,false,false,true
314,40,1,500,0,10240,false,false,false,false,false,false
315,35,3,1000,1000,51200,false,false,false,false,false,true
316,28,1,300,300,0,false,false,false,false,false,false
317,19,5,2000,3000,15360,false,false,true,false,true,false
318,35,3,2000,3000,1024,false,false,false,false,true,false
319,15,3,3000,2000,5120,false,false,false,false,true,false
320,35,2,5000,1000,2048,false,false,false,false,false,false
321,18,3,0,0,3072,false,false,false,false,true,false
322,37,3,2678400,44640,2048,false,false,false,false,false,true
323,25,5,2678400,44640,2048,false,true,true,false,true,false
324,26,4,2000,1000,1024,false,false,false,true,false,true
325,38,3,300,300,51200,false,false,false,false,false,true
326,32,5,3000,3000,10485760,true,false,true,false,true,false
327,39,3,2678400,44640,1024,false,false,false,false,false,false
328,48,0,0,0,0,false,false,false,false,false,false
329,40,1,300,300,1024,false,false,false,false,false,false
330,29,5,3000,2000,20480,false,false,false,false,false,false
331,29,3,2678400,44640,1024,false,false,false,false,false,true
332,24,4,1000,5000,2048,false,true,true,false,false,false
333,24,5,1000,5000,5120,true,false,false,false,false,false
334,48,1,0,300,0,false,false,false,false,false,false
335,64,1,300,500,0,false,false,false,false,false,false
336,38,3,5000,5000,51200,false,false,false,false,false,true
337,31,5,2000,3000,1024,true,false,true,false,false,false
338,21,4,2000,5000,10485760,false,true,false,false,true,false
339,33,3,1000,3000,1024,false,false,false,false,false,false
340,32,4,3000,5000,1024,false,true,true,false,true,false
341,30,4,2000,3000,3072,false,false,true,true,false,false
342,19,4,1000,5000,3072,true,false,true,false,false,true
343,19,4,1000,5000,10485760,false,false,true,false,true,false
344,19,1,300,300,5120,false,false,false,false,false,false
345,28,4,5000,2000,10485760,false,false,true,false,false,true
346,25,3,0,0,200,false,false,false,false,false,false
347,29,4,1000,5000,3072,false,false,false,false,false,false
348,18,3,2000,5000,25600,false,false,false,false,false,false
349,25,5,2000,2000,20480,false,false,true,false,true,false
350,33,4,0,0,10240,false,false,true,true,false,false
351,28,3,1000,5000,1024,false,false,false,false,true,false
352,18,3,2678400,44640,5120,false,false,false,false,true,false
353,51,0,0,0,0,false,false,false,false,false,false
354,21,4,0,0,5120,false,false,false,true,false,true
355,38,3,300,300,51200,false,false,false,false,false,true
356,17,3,3000,2000,10485760,false,false,false,false,true,false
357,16,2,1000,3000,3072,false,false,false,false,false,false
358,57,1,300,500,0,false,false,false,false,false,false
359,27,3,500,500,300,false,false,false,false,true,false
360,51,0,0,0,0,false,false,false,false,false,false
361,28,5,3000,5000,1024,false,false,true,true,false,true
362,23,5,1000,2000,1024,false,false,false,true,false,true
363,18,3,2000,2000,10485760,false,false,false,false,false,false
364,28,3,500,500,100,false,false,false,false,false,false
365,40,0,0,0,0,false,false,false,false,false,false
366,16,3,0,0,1024,false,false,false,false,false,false
367,28,4,2000,5000,1024,true,false,false,false,true,false
368,16,3,300,300,5120,false,false,false,false,false,true
369,34,5,300,300,10240,false,false,true,true,true,false
370,18,3,0,0,3072,false,false,false,false,true,false
371,17,3,300,300,1024,false,false,false,false,false,true
372,35,1,0,0,3072,false,false,false,false,false,false
373,18,3,5000,3000,10485760,false,false,false,false,false,true
374,17,3,2678400,44640,3072,false,false,false,false,false,true
375,24,4,5000,3000,10485760,true,false,false,false,false,false
376,14,3,2678400,44640,5120,false,false,false,false,true,false
377,23,5,500,500,10485760,false,false,false,true,true,false
378,18,3,300,300,1024,false,false,false,false,true,false
379,22,5,2000,3000,5120,false,true,true,false,false,false
380,28,0,0,0,0,false,false,false,false,false,false
381,25,2,300,300,200,false,false,false,false,false,false
382,27,4,1000,1000,10240,false,false,true,false,true,false
383,19,3,500,500,1024,false,false,false,false,false,true
384,31,4,300,300,2048,false,false,false,true,false,false
385,14,3,2000,1000,5120,false,false,false,false,false,true
386,14,5,1000,3000,3072,false,false,false,false,false,false
387,34,4,3000,5000,3072,false,true,true,false,false,false
388,39,3,5000,3000,2048,false,false,false,false,false,true
389,32,4,0,0,10485760,false,true,true,false,false,false
390,44,0,0,0,0,false,false,false,false,false,false
391,40,1,300,0,15360,false,false,false,false,false,false
392,48,0,0,0,0,false,false,false,false,false,false
393,36,3,1000,3000,10240,false,false,false,false,false,true
394,20,5,2000,1000,3072,false,false,true,false,false,false
395,38,4,2678400,44640,10240,false,false,false,false,false,false
396,19,5,500,500,1024,true,false,true,false,true,false
397,24,5,2000,1000,3072,false,false,true,false,true,false
398,26,3,500,500,100,false,false,false,false,false,false
399,21,4,5000,5000,1024,false,true,false,false,true,false
400,35,3,2000,5000,3072,false,false,false,false,false,false
401,25,4,300,300,10485760,false,false,false,true,false,true
402,39,3,2000,5000,3072,false,false,false,false,false,false
403,35,1,300,300,51200,false,false,false,false,false,false
404,37,3,2000,5000,25600,false,false,false,false,false,true
405,18,3,300,300,15360,false,false,false,false,true,false
406,26,3,3000,2000,20480,false,false,false,false,true,false
407,24,3,5000,3000,5120,false,false,false,false,false,true
408,14,3,1000,5000,1024,false,false,false,false,true,false
409,33,5,3000,3000,10485760,false,false,true,false,false,false
410,38,2,3000,5000,51200,false,false,false,false,false,false
411,21,4,300,300,1024,false,false,true,false,false,false
412,25,5,2000,2000,2048,false,false,true,false,true,false
413,15,3,0,0,2048,false,false,false,false,false,true
414,18,3,1000,2000,3072,false,false,false,false,false,false
415,39,2,300,300,100,false,false,false,false,false,false
416,31,2,0,0,200,false,false,false,false,false,false
417,38,3,2000,5000,3072,false,false,false,false,false,true
418,18,3,5000,2000,10485760,false,false,false,false,false,true
419,31,1,300,300,2048,false,false,false,false,false,false
420,26,3,500,500,10240,false,false,false,false,false,true
421,32,5,1000,1000,3072,false,true,true,false,false,false
422,23,4,0,0,5120,false,false,true,false,false,false
423,15,3,500,500,1024,false,false,false,false,false,false
424,38,3,2678400,44640,1024,false,false,false,false,false,false
425,28,2,0,0,100,false,false,false,false,false,false
426,28,5,2000,3000,3072,false,true,true,false,false,true
427,23,5,1000,1000,10485760,true,false,false,false,true,false
428,36,2,500,500,300,false,false,false,false,false,false
429,34,2,500,500,1024,false,false,false,false,false,false
430,22,4,300,300,2048,false,true,true,false,false,false
431,19,4,3000,5000,5120,false,true,true,false,true,false
432,37,3,2000,3000,1024,false,false,false,false,true,false
433,38,2,0,0,200,false,false,false,false,false,false
434,22,5,0,0,1024,false,true,true,false,false,true
435,23,4,0,0,2048,false,false,true,true,false,true
436,14,3,0,0,3072,false,false,false,false,false,true
437,28,5,5000,5000,2048,false,false,true,true,false,true
438,28,5,2000,1000,2048,false,true,false,false,false,false
439,41,0,0,0,0,false,false,false,false,false,false
440,23,3,5000,3000,1024,false,false,false,false,false,true
441,26,5,500,500,15360,false,false,true,false,false,true
442,18,3,500,500,10485760,false,false,false,false,true,false
443,34,4,0,0,10240,true,false,false,false,false,false
444,28,3,1000,1000,51200,false,false,false,false,true,false
445,31,5,2000,5000,10485760,true,false,true,false,false,false
446,38,1,0,0,2048,false,false,false,false,false,false
447,26,5,0,0,3072,true,false,true,false,false,true
448,35,2,2678400,44640,3072,false,false,false,false,false,false
449,18,3,0,0,2048,false,false,false,false,true,false
450,19,5,3000,3000,5120,false,true,false,false,false,true
451,21,3,500,500,10485760,false,false,false,false,true,false
452,17,1,0,0,2048,false,false,false,false,false,false
453,35,3,2678400,44640,3072,false,false,false,false,false,false
454,39,3,1000,3000,20480,false,false,false,false,true,false
455,25,3,2000,2000,2048,false,false,false,false,true,false
456,18,3,2000,2000,2048,false,false,false,false,false,true
457,64,1,300,0,0,false,false,false,false,false,false
458,26,1,500,500,300,false,false,false,false,false,false
459,21,4,3000,3000,2048,false,true,true,false,false,false
460,14,3,500,500,10485760,false,false,false,false,false,true
461,26,4,500,500,1024,false,true,true,false,true,false
462,17,3,0,0,10485760,false,false,false,false,true,false
463,19,5,2678400,44640,15360,false,false,true,false,true,false
464,54,0,0,300,0,false,false,false,false,false,false
465,15,3,3000,1000,2048,false,false,false,false,true,false
466,36,5,2000,1000,1024,false,false,false,false,false,false
467,40,0,300,0,0,false,false,false,false,false,false
468,35,3,500,500,1024,false,false,false,false,true,false
469,26,5,3000,5000,15360,false,true,true,false,false,true
470,36,3,500,500,51200,false,false,false,false,false,true
471,33,5,300,300,25600,false,true,false,false,false,false
472,26,5,300,300,20480,false,false,true,false,true,false
473,35,3,300,300,3072,false,false,false,false,true,false
474,35,3,1000,1000,2048,false,false,false,false,true,false
475,39,4,3000,1000,10485760,false,false,false,false,false,false
476,20,5,2000,5000,20480,false,false,true,false,false,false
477,17,2,500,500,3072,false,false,false,false,false,false
478,30,4,500,500,2048,false,true,true,false,false,false
479,68,0,0,0,0,false,false,false,false,false,false
480,18,3,0,0,10485760,false,false,false,false,false,true
481,27,3,5000,5000,1024,false,false,false,false,false,true
482,47,0,0,0,0,false,false,false,false,false,false
483,36,2,3000,2000,3072,false,false,false,false,false,false
484,71,0,500,300,0,false,false,false,false,false,false
485,58,0,0,0,0,false,false,false,false,false,false
486,32,4,500,500,2048,false,false,true,true,false,false
487,20,3,2000,2000,2048,false,false,false,false,true,false
488,22,3,3000,1000,3072,false,false,false,false,true,false
489,35,3,3000,3000,3072,false,false,false,false,false,true
490,21,3,500,500,3072,false,false,false,false,true,false
491,26,5,3000,3000,10240,false,false,false,false,false,false
492,23,2,300,300,5120,false,false,false,false,false,false
493,28,5,1000,5000,10485760,false,true,false,false,true,false
494,32,5,3000,5000,2048,false,false,false,false,false,false
495,23,3,3000,3000,10485760,false,false,false,false,false,true
496,21,5,3000,2000,10485760,false,false,true,false,false,true
497,20,5,5000,1000,3072,true,false,false,false,true,false
498,14,3,5000,2000,5120,false,false,false,false,false,true
499,15,3,300,300,5120,false,false,false,false,false,true
500,26,3,500,500,2048,false,false,false,false,false,true
501,33,3,5000,3000,2048,false,false,false,false,false,true
502,16,3,1000,3000,10485760,false,false,false,false,false,true
503,30,4,1000,5000,3072,false,false,true,false,false,true
504,30,3,3000,1000,3072,false,false,false,false,true,false
505,15,3,2000,3000,10485760,false,false,false,false,true,false
506,32,3,300,300,15360,false,false,false,false,false,true
507,39,3,5000,5000,3072,false,false,false,false,true,false
508,34,4,2678400,44640,3072,true,false,true,false,false,false
509,18,3,2000,3000,1024,false,false,false,false,false,true
510,32,0,300,300,0,false,false,false,false,false,false
511,28,0,300,300,0,false,false,false,false,false,false
512,21,5,1000,1000,5120,false,false,true,false,false,true
513,27,5,300,300,10240,true,false,false,false,false,true
514,36,2,5000,3000,1024,false,false,false,false,false,false
515,26,4,500,500,15360,false,true,true,false,true,false
516,17,3,2678400,44640,10485760,false,false,false,false,false,true
517,30,4,5000,2000,2048,false,true,false,false,false,true
518,24,5,3000,2000,5120,false,false,true,false,false,true
519,35,1,500,500,10240,false,false,false,false,false,false
520,33,5,2000,3000,15360,false,true,false,false,false,false
521,17,1,500,500,10485760,false,false,false,false,false,false
522,18,3,2678400,44640,1024,false,false,false,false,true,false
523,33,0,0,0,0,false,false,false,false,false,false
524,37,3,2000,3000,2048,false,false,false,false,false,false
525,31,5,2000,3000,15360,false,false,false,true,false,true
526,24,4,500,500,1024,false,false,true,false,false,true
527,28,1,300,300,0,false,false,false,false,false,false
528,23,4,0,0,5120,false,false,true,true,false,true
